id_client,secteur_activite,niveau_education
160265,Petit commerce,Sup̩rieur
160266,Salari̩ formel,Sup̩rieur
160267,Profession lib̩rale,Sans dipl̫me
160268,Salari̩ formel,Secondaire
160269,Petit commerce,Sup̩rieur
160270,Petit commerce,Sans dipl̫me
160271,Petit commerce,Primaire
160272,Agriculture,Primaire
160273,Petit commerce,Sans dipl̫me
160274,Petit commerce,Sup̩rieur
160275,Petit commerce,Secondaire
160276,Salari̩ formel,Sans dipl̫me
160277,Agriculture,Sup̩rieur
160278,Agriculture,Secondaire
160279,Salari̩ formel,Primaire
160280,Agriculture,Secondaire
160281,Salari̩ formel,Sup̩rieur
160282,Petit commerce,Sup̩rieur
160283,Commerce/N̩goce,Sans dipl̫me
160284,Salari̩ formel,Sans dipl̫me
160285,Agriculture,Primaire
160286,Salari̩ formel,Sans dipl̫me
160287,Salari̩ formel,Primaire
160288,Salari̩ formel,Secondaire
160289,Petit commerce,Sup̩rieur
160290,Agriculture,Sup̩rieur
160291,Salari̩ formel,Sup̩rieur
160292,Petit commerce,Sup̩rieur
160293,Petit commerce,Sans dipl̫me
160294,Salari̩ formel,Primaire
160295,Artisanat,Sans dipl̫me
160296,Agriculture,Sans dipl̫me
160297,Agriculture,Secondaire
160298,Salari̩ formel,Sup̩rieur
160299,Salari̩ formel,Sup̩rieur
160300,Salari̩ formel,Primaire
160301,Agriculture,Primaire
160302,Agriculture,Sup̩rieur
160303,Petit commerce,Sup̩rieur
160304,Salari̩ formel,Secondaire
160305,Salari̩ formel,Sup̩rieur
160306,Petit commerce,Secondaire
160307,Petit commerce,Sup̩rieur
160308,Salari̩ formel,Primaire
160309,Agriculture,Sans dipl̫me
160310,Commerce/N̩goce,Secondaire
160311,Commerce/N̩goce,Secondaire
160312,Agriculture,Sup̩rieur
160313,Salari̩ formel,Primaire
160314,Salari̩ formel,Sup̩rieur
160315,Salari̩ formel,Sup̩rieur
160316,Agriculture,Secondaire
160317,Profession lib̩rale,Secondaire
160318,Commerce/N̩goce,Primaire
160319,Commerce/N̩goce,Secondaire
160320,Salari̩ formel,Secondaire
160321,Salari̩ formel,Secondaire
160322,Petit commerce,Primaire
160323,Petit commerce,Secondaire
160324,Salari̩ formel,Secondaire
160325,Salari̩ formel,Secondaire
160326,Agriculture,Secondaire
160327,Salari̩ formel,Sup̩rieur
160328,Salari̩ formel,Sup̩rieur
160329,Agriculture,Secondaire
160330,Profession lib̩rale,Secondaire
160331,Salari̩ formel,Sans dipl̫me
160332,Agriculture,Primaire
160333,Salari̩ formel,Secondaire
160334,Petit commerce,Sup̩rieur
160335,Petit commerce,Secondaire
160336,Petit commerce,Secondaire
160337,Petit commerce,Sup̩rieur
160338,Petit commerce,Secondaire
160339,Agriculture,Secondaire
160340,Agriculture,Primaire
160341,Agriculture,Sans dipl̫me
160342,Agriculture,Sans dipl̫me
160343,Agriculture,Secondaire
160344,Petit commerce,Sup̩rieur
160345,Salari̩ formel,Sup̩rieur
160346,Salari̩ formel,Secondaire
160347,Agriculture,Secondaire
160348,Salari̩ formel,Secondaire
160349,Salari̩ formel,Sup̩rieur
160350,Petit commerce,Secondaire
160351,Petit commerce,Primaire
160352,Salari̩ formel,Secondaire
160353,Petit commerce,Sans dipl̫me
160354,Commerce/N̩goce,Sup̩rieur
160355,Salari̩ formel,Sup̩rieur
160356,Petit commerce,Sans dipl̫me
160357,Agriculture,Secondaire
160358,Commerce/N̩goce,Secondaire
160359,Salari̩ formel,Sans dipl̫me
160360,Salari̩ formel,Primaire
160361,Agriculture,Sup̩rieur
160362,Petit commerce,Secondaire
160363,Salari̩ formel,Sup̩rieur
160364,Petit commerce,Secondaire
160365,Salari̩ formel,Secondaire
160366,Commerce/N̩goce,Secondaire
160367,Agriculture,Secondaire
160368,Agriculture,Secondaire
160369,Agriculture,Primaire
160370,Agriculture,Secondaire
160371,Agriculture,Sup̩rieur
160372,Agriculture,Sup̩rieur
160373,Petit commerce,Sup̩rieur
160374,Commerce/N̩goce,Primaire
160375,Salari̩ formel,Secondaire
160376,Salari̩ formel,Primaire
160377,Agriculture,Sup̩rieur
160378,Artisanat,Primaire
160379,Salari̩ formel,Sup̩rieur
160380,Salari̩ formel,Secondaire
160381,Salari̩ formel,Secondaire
160382,Petit commerce,Secondaire
160383,Salari̩ formel,Secondaire
160384,Agriculture,Sup̩rieur
160385,Artisanat,Sup̩rieur
160386,Artisanat,Sans dipl̫me
160387,Agriculture,Secondaire
160388,Salari̩ formel,Secondaire
160389,Petit commerce,Secondaire
160390,Petit commerce,Primaire
160391,Petit commerce,Secondaire
160392,Salari̩ formel,Primaire
160393,Salari̩ formel,Sans dipl̫me
160394,Agriculture,Secondaire
160395,Petit commerce,Primaire
160396,Salari̩ formel,Primaire
160397,Agriculture,Sans dipl̫me
160398,Agriculture,Secondaire
160399,Agriculture,Sup̩rieur
160400,Agriculture,Secondaire
160401,Commerce/N̩goce,Secondaire
160402,Agriculture,Sans dipl̫me
160403,Salari̩ formel,Secondaire
160404,Agriculture,Sup̩rieur
160405,Salari̩ formel,Secondaire
160406,Salari̩ formel,Sans dipl̫me
160407,Petit commerce,Secondaire
160408,Petit commerce,Sup̩rieur
160409,Agriculture,Sup̩rieur
160410,Petit commerce,Secondaire
160411,Profession lib̩rale,Secondaire
160412,Agriculture,Secondaire
160413,Salari̩ formel,Sup̩rieur
160414,Salari̩ formel,Sup̩rieur
160415,Agriculture,Primaire
160416,Petit commerce,Primaire
160417,Artisanat,Secondaire
160418,Petit commerce,Sup̩rieur
160419,Salari̩ formel,Sans dipl̫me
160420,Petit commerce,Primaire
160421,Petit commerce,Sans dipl̫me
160422,Agriculture,Secondaire
160423,Petit commerce,Sup̩rieur
160424,Petit commerce,Secondaire
160425,Salari̩ formel,Secondaire
160426,Petit commerce,Primaire
160427,Agriculture,Sup̩rieur
160428,Agriculture,Sans dipl̫me
160429,Petit commerce,Secondaire
160430,Petit commerce,Sans dipl̫me
160431,Salari̩ formel,Primaire
160432,Petit commerce,Sup̩rieur
160433,Salari̩ formel,Secondaire
160434,Salari̩ formel,Primaire
160435,Agriculture,Secondaire
160436,Petit commerce,Sans dipl̫me
160437,Salari̩ formel,Sup̩rieur
160438,Salari̩ formel,Sup̩rieur
160439,Agriculture,Secondaire
160440,Agriculture,Sup̩rieur
160441,Agriculture,Secondaire
160442,Salari̩ formel,Secondaire
160443,Commerce/N̩goce,Primaire
160444,Agriculture,Primaire
160445,Agriculture,Secondaire
160446,Petit commerce,Primaire
160447,Agriculture,Sans dipl̫me
160448,Salari̩ formel,Sans dipl̫me
160449,Agriculture,Sup̩rieur
160450,Salari̩ formel,Primaire
160451,Artisanat,Secondaire
160452,Petit commerce,Secondaire
160453,Petit commerce,Secondaire
160454,Salari̩ formel,Secondaire
160455,Profession lib̩rale,Primaire
160456,Agriculture,Sup̩rieur
160457,Agriculture,Secondaire
160458,Agriculture,Primaire
160459,Petit commerce,Secondaire
160460,Salari̩ formel,Secondaire
160461,Petit commerce,Secondaire
160462,Petit commerce,Secondaire
160463,Artisanat,Sans dipl̫me
160464,Salari̩ formel,Secondaire
160465,Salari̩ formel,Sans dipl̫me
160466,Petit commerce,Sup̩rieur
160467,Petit commerce,Primaire
160468,Agriculture,Sup̩rieur
160469,Salari̩ formel,Primaire
160470,Agriculture,Secondaire
160471,Petit commerce,Secondaire
160472,Petit commerce,Secondaire
160473,Agriculture,Sup̩rieur
160474,Agriculture,Sans dipl̫me
160475,Salari̩ formel,Sans dipl̫me
160476,Agriculture,Secondaire
160477,Salari̩ formel,Sans dipl̫me
160478,Petit commerce,Sup̩rieur
160479,Salari̩ formel,Primaire
160480,Salari̩ formel,Primaire
160481,Petit commerce,Secondaire
160482,Petit commerce,Sup̩rieur
160483,Profession lib̩rale,Secondaire
160484,Petit commerce,Primaire
160485,Petit commerce,Secondaire
160486,Petit commerce,Sup̩rieur
160487,Petit commerce,Primaire
160488,Agriculture,Primaire
160489,Petit commerce,Secondaire
160490,Salari̩ formel,Secondaire
160491,Salari̩ formel,Secondaire
160492,Petit commerce,Sup̩rieur
160493,Salari̩ formel,Primaire
160494,Agriculture,Sans dipl̫me
160495,Petit commerce,Sup̩rieur
160496,Petit commerce,Secondaire
160497,Agriculture,Secondaire
160498,Petit commerce,Primaire
160499,Agriculture,Sup̩rieur
160500,Profession lib̩rale,Secondaire
160501,Salari̩ formel,Secondaire
160502,Petit commerce,Sup̩rieur
160503,Petit commerce,Secondaire
160504,Petit commerce,Secondaire
160505,Salari̩ formel,Sup̩rieur
160506,Agriculture,Primaire
160507,Agriculture,Secondaire
160508,Petit commerce,Sans dipl̫me
160509,Agriculture,Secondaire
160510,Salari̩ formel,Secondaire
160511,Commerce/N̩goce,Primaire
160512,Petit commerce,Sans dipl̫me
160513,Agriculture,Secondaire
160514,Salari̩ formel,Secondaire
160515,Salari̩ formel,Sans dipl̫me
160516,Salari̩ formel,Secondaire
160517,Salari̩ formel,Sans dipl̫me
160518,Agriculture,Primaire
160519,Petit commerce,Sup̩rieur
160520,Agriculture,Sans dipl̫me
160521,Petit commerce,Secondaire
160522,Petit commerce,Primaire
160523,Salari̩ formel,Sup̩rieur
160524,Salari̩ formel,Primaire
160525,Petit commerce,Primaire
160526,Agriculture,Primaire
160527,Salari̩ formel,Sup̩rieur
160528,Petit commerce,Primaire
160529,Salari̩ formel,Sans dipl̫me
160530,Petit commerce,Primaire
160531,Agriculture,Sup̩rieur
160532,Salari̩ formel,Secondaire
160533,Salari̩ formel,Sup̩rieur
160534,Artisanat,Sans dipl̫me
160535,Salari̩ formel,Primaire
160536,Agriculture,Secondaire
160537,Agriculture,Secondaire
160538,Salari̩ formel,Primaire
160539,Petit commerce,Sans dipl̫me
160540,Agriculture,Secondaire
160541,Salari̩ formel,Sup̩rieur
160542,Profession lib̩rale,Secondaire
160543,Petit commerce,Primaire
160544,Petit commerce,Primaire
160545,Agriculture,Primaire
160546,Petit commerce,Sup̩rieur
160547,Agriculture,Secondaire
160548,Petit commerce,Primaire
160549,Salari̩ formel,Secondaire
160550,Petit commerce,Sans dipl̫me
160551,Petit commerce,Secondaire
160552,Agriculture,Secondaire
160553,Salari̩ formel,Sup̩rieur
160554,Salari̩ formel,Primaire
160555,Petit commerce,Sup̩rieur
160556,Salari̩ formel,Sans dipl̫me
160557,Salari̩ formel,Secondaire
160558,Petit commerce,Secondaire
160559,Petit commerce,Sup̩rieur
160560,Salari̩ formel,Sup̩rieur
160561,Salari̩ formel,Sup̩rieur
160562,Salari̩ formel,Secondaire
160563,Agriculture,Secondaire
160564,Petit commerce,Secondaire
160565,Salari̩ formel,Sup̩rieur
160566,Salari̩ formel,Sup̩rieur
160567,Petit commerce,Secondaire
160568,Petit commerce,Secondaire
160569,Petit commerce,Secondaire
160570,Salari̩ formel,Sup̩rieur
160571,Petit commerce,Secondaire
160572,Agriculture,Sup̩rieur
160573,Salari̩ formel,Sans dipl̫me
160574,Salari̩ formel,Sans dipl̫me
160575,Petit commerce,Secondaire
160576,Petit commerce,Secondaire
160577,Agriculture,Secondaire
160578,Agriculture,Sup̩rieur
160579,Salari̩ formel,Primaire
160580,Salari̩ formel,Secondaire
160581,Petit commerce,Sup̩rieur
160582,Petit commerce,Primaire
160583,Artisanat,Primaire
160584,Artisanat,Secondaire
160585,Agriculture,Secondaire
160586,Petit commerce,Secondaire
160587,Agriculture,Sup̩rieur
160588,Petit commerce,Secondaire
160589,Petit commerce,Secondaire
160590,Agriculture,Secondaire
160591,Petit commerce,Secondaire
160592,Petit commerce,Secondaire
160593,Petit commerce,Secondaire
160594,Profession lib̩rale,Secondaire
160595,Petit commerce,Secondaire
160596,Petit commerce,Primaire
160597,Agriculture,Sans dipl̫me
160598,Petit commerce,Sans dipl̫me
160599,Agriculture,Primaire
160600,Agriculture,Sup̩rieur
160601,Petit commerce,Sup̩rieur
160602,Petit commerce,Primaire
160603,Salari̩ formel,Sup̩rieur
160604,Salari̩ formel,Primaire
160605,Petit commerce,Secondaire
160606,Agriculture,Sans dipl̫me
160607,Profession lib̩rale,Secondaire
160608,Salari̩ formel,Primaire
160609,Agriculture,Sup̩rieur
160610,Salari̩ formel,Secondaire
160611,Agriculture,Primaire
160612,Salari̩ formel,Primaire
160613,Agriculture,Sup̩rieur
160614,Agriculture,Primaire
160615,Agriculture,Primaire
160616,Agriculture,Secondaire
160617,Salari̩ formel,Sup̩rieur
160618,Agriculture,Sup̩rieur
160619,Commerce/N̩goce,Sup̩rieur
160620,Petit commerce,Primaire
160621,Petit commerce,Sup̩rieur
160622,Salari̩ formel,Secondaire
160623,Petit commerce,Secondaire
160624,Salari̩ formel,Sup̩rieur
160625,Agriculture,Primaire
160626,Salari̩ formel,Sans dipl̫me
160627,Petit commerce,Sans dipl̫me
160628,Agriculture,Sans dipl̫me
160629,Agriculture,Sans dipl̫me
160630,Agriculture,Sans dipl̫me
160631,Profession lib̩rale,Primaire
160632,Profession lib̩rale,Primaire
160633,Agriculture,Secondaire
160634,Salari̩ formel,Sup̩rieur
160635,Agriculture,Primaire
160636,Salari̩ formel,Primaire
160637,Agriculture,Secondaire
160638,Petit commerce,Sup̩rieur
160639,Agriculture,Primaire
160640,Salari̩ formel,Secondaire
160641,Profession lib̩rale,Sup̩rieur
160642,Salari̩ formel,Secondaire
160643,Petit commerce,Sup̩rieur
160644,Petit commerce,Sans dipl̫me
160645,Petit commerce,Secondaire
160646,Salari̩ formel,Secondaire
160647,Petit commerce,Secondaire
160648,Commerce/N̩goce,Secondaire
160649,Salari̩ formel,Secondaire
160650,Agriculture,Primaire
160651,Agriculture,Primaire
160652,Agriculture,Sup̩rieur
160653,Petit commerce,Secondaire
160654,Petit commerce,Sup̩rieur
160655,Petit commerce,Secondaire
160656,Petit commerce,Secondaire
160657,Agriculture,Secondaire
160658,Agriculture,Sans dipl̫me
160659,Agriculture,Sup̩rieur
160660,Commerce/N̩goce,Secondaire
160661,Salari̩ formel,Secondaire
160662,Agriculture,Primaire
160663,Petit commerce,Sans dipl̫me
160664,Agriculture,Primaire
160665,Salari̩ formel,Secondaire
160666,Agriculture,Secondaire
160667,Petit commerce,Primaire
160668,Petit commerce,Secondaire
160669,Salari̩ formel,Primaire
160670,Salari̩ formel,Sans dipl̫me
160671,Petit commerce,Secondaire
160672,Salari̩ formel,Sup̩rieur
160673,Salari̩ formel,Primaire
160674,Agriculture,Secondaire
160675,Salari̩ formel,Secondaire
160676,Petit commerce,Secondaire
160677,Salari̩ formel,Sans dipl̫me
160678,Commerce/N̩goce,Secondaire
160679,Commerce/N̩goce,Secondaire
160680,Salari̩ formel,Secondaire
160681,Salari̩ formel,Sans dipl̫me
160682,Salari̩ formel,Sans dipl̫me
160683,Petit commerce,Secondaire
160684,Agriculture,Secondaire
160685,Agriculture,Sup̩rieur
160686,Agriculture,Secondaire
160687,Agriculture,Sans dipl̫me
160688,Petit commerce,Primaire
160689,Salari̩ formel,Sans dipl̫me
160690,Petit commerce,Secondaire
160691,Salari̩ formel,Secondaire
160692,Agriculture,Secondaire
160693,Agriculture,Primaire
160694,Petit commerce,Primaire
160695,Agriculture,Secondaire
160696,Salari̩ formel,Secondaire
160697,Salari̩ formel,Sans dipl̫me
160698,Profession lib̩rale,Primaire
160699,Agriculture,Primaire
160700,Petit commerce,Primaire
160701,Salari̩ formel,Primaire
160702,Profession lib̩rale,Secondaire
160703,Agriculture,Sup̩rieur
160704,Petit commerce,Secondaire
160705,Petit commerce,Sup̩rieur
160706,Salari̩ formel,Secondaire
160707,Petit commerce,Sup̩rieur
160708,Salari̩ formel,Secondaire
160709,Agriculture,Primaire
160710,Agriculture,Secondaire
160711,Agriculture,Secondaire
160712,Petit commerce,Sans dipl̫me
160713,Petit commerce,Secondaire
160714,Salari̩ formel,Sup̩rieur
160715,Artisanat,Primaire
160716,Salari̩ formel,Secondaire
160717,Petit commerce,Secondaire
160718,Petit commerce,Sans dipl̫me
160719,Petit commerce,Sans dipl̫me
160720,Petit commerce,Sup̩rieur
160721,Petit commerce,Secondaire
160722,Salari̩ formel,Secondaire
160723,Salari̩ formel,Primaire
160724,Petit commerce,Primaire
160725,Agriculture,Sans dipl̫me
160726,Agriculture,Secondaire
160727,Salari̩ formel,Primaire
160728,Petit commerce,Sup̩rieur
160729,Petit commerce,Primaire
160730,Profession lib̩rale,Secondaire
160731,Salari̩ formel,Sans dipl̫me
160732,Salari̩ formel,Secondaire
160733,Petit commerce,Primaire
160734,Salari̩ formel,Sup̩rieur
160735,Petit commerce,Secondaire
160736,Petit commerce,Sup̩rieur
160737,Agriculture,Secondaire
160738,Salari̩ formel,Sup̩rieur
160739,Agriculture,Secondaire
160740,Agriculture,Secondaire
160741,Salari̩ formel,Sup̩rieur
160742,Salari̩ formel,Secondaire
160743,Agriculture,Secondaire
160744,Agriculture,Sup̩rieur
160745,Agriculture,Primaire
160746,Petit commerce,Primaire
160747,Agriculture,Primaire
160748,Petit commerce,Sup̩rieur
160749,Salari̩ formel,Sans dipl̫me
160750,Petit commerce,Secondaire
160751,Agriculture,Secondaire
160752,Petit commerce,Primaire
160753,Agriculture,Primaire
160754,Salari̩ formel,Secondaire
160755,Agriculture,Sans dipl̫me
160756,Agriculture,Secondaire
160757,Petit commerce,Secondaire
160758,Agriculture,Secondaire
160759,Petit commerce,Secondaire
160760,Salari̩ formel,Primaire
160761,Salari̩ formel,Secondaire
160762,Petit commerce,Secondaire
160763,Commerce/N̩goce,Primaire
160764,Agriculture,Secondaire
160765,Petit commerce,Primaire
160766,Commerce/N̩goce,Secondaire
160767,Agriculture,Sans dipl̫me
160768,Agriculture,Sup̩rieur
160769,Salari̩ formel,Secondaire
160770,Agriculture,Secondaire
160771,Salari̩ formel,Secondaire
160772,Agriculture,Sans dipl̫me
160773,Salari̩ formel,Secondaire
160774,Petit commerce,Primaire
160775,Petit commerce,Sup̩rieur
160776,Agriculture,Secondaire
160777,Salari̩ formel,Secondaire
160778,Commerce/N̩goce,Primaire
160779,Agriculture,Sans dipl̫me
160780,Salari̩ formel,Sans dipl̫me
160781,Petit commerce,Sup̩rieur
160782,Salari̩ formel,Sans dipl̫me
160783,Salari̩ formel,Primaire
160784,Petit commerce,Sup̩rieur
160785,Salari̩ formel,Sans dipl̫me
160786,Agriculture,Secondaire
160787,Agriculture,Secondaire
160788,Petit commerce,Secondaire
160789,Profession lib̩rale,Sup̩rieur
160790,Agriculture,Secondaire
160791,Salari̩ formel,Secondaire
160792,Petit commerce,Secondaire
160793,Agriculture,Sup̩rieur
160794,Agriculture,Sans dipl̫me
160795,Agriculture,Secondaire
160796,Agriculture,Sup̩rieur
160797,Petit commerce,Secondaire
160798,Agriculture,Primaire
160799,Petit commerce,Sup̩rieur
160800,Agriculture,Sup̩rieur
160801,Agriculture,Secondaire
160802,Petit commerce,Secondaire
160803,Agriculture,Sup̩rieur
160804,Profession lib̩rale,Secondaire
160805,Salari̩ formel,Secondaire
160806,Salari̩ formel,Secondaire
160807,Commerce/N̩goce,Primaire
160808,Salari̩ formel,Primaire
160809,Petit commerce,Sup̩rieur
160810,Petit commerce,Secondaire
160811,Agriculture,Primaire
160812,Profession lib̩rale,Sup̩rieur
160813,Salari̩ formel,Secondaire
160814,Agriculture,Sup̩rieur
160815,Petit commerce,Primaire
160816,Petit commerce,Secondaire
160817,Agriculture,Secondaire
160818,Agriculture,Primaire
160819,Petit commerce,Sup̩rieur
160820,Agriculture,Secondaire
160821,Petit commerce,Primaire
160822,Salari̩ formel,Primaire
160823,Commerce/N̩goce,Secondaire
160824,Commerce/N̩goce,Sup̩rieur
160825,Salari̩ formel,Primaire
160826,Petit commerce,Primaire
160827,Salari̩ formel,Secondaire
160828,Salari̩ formel,Primaire
160829,Agriculture,Primaire
160830,Petit commerce,Secondaire
160831,Salari̩ formel,Sans dipl̫me
160832,Salari̩ formel,Secondaire
160833,Petit commerce,Sup̩rieur
160834,Petit commerce,Sup̩rieur
160835,Commerce/N̩goce,Secondaire
160836,Petit commerce,Primaire
160837,Salari̩ formel,Secondaire
160838,Salari̩ formel,Sans dipl̫me
160839,Agriculture,Sup̩rieur
160840,Commerce/N̩goce,Primaire
160841,Salari̩ formel,Sup̩rieur
160842,Salari̩ formel,Sup̩rieur
160843,Commerce/N̩goce,Primaire
160844,Petit commerce,Secondaire
160845,Agriculture,Secondaire
160846,Salari̩ formel,Sup̩rieur
160847,Salari̩ formel,Secondaire
160848,Salari̩ formel,Secondaire
160849,Salari̩ formel,Primaire
160850,Agriculture,Primaire
160851,Petit commerce,Sup̩rieur
160852,Petit commerce,Secondaire
160853,Petit commerce,Secondaire
160854,Petit commerce,Secondaire
160855,Salari̩ formel,Sup̩rieur
160856,Agriculture,Secondaire
160857,Petit commerce,Secondaire
160858,Petit commerce,Secondaire
160859,Salari̩ formel,Sans dipl̫me
160860,Petit commerce,Secondaire
160861,Petit commerce,Sans dipl̫me
160862,Petit commerce,Secondaire
160863,Agriculture,Secondaire
160864,Salari̩ formel,Sup̩rieur
160865,Agriculture,Secondaire
160866,Agriculture,Secondaire
160867,Agriculture,Sup̩rieur
160868,Salari̩ formel,Primaire
160869,Salari̩ formel,Primaire
160870,Petit commerce,Secondaire
160871,Salari̩ formel,Secondaire
160872,Salari̩ formel,Primaire
160873,Agriculture,Secondaire
160874,Petit commerce,Sup̩rieur
160875,Petit commerce,Primaire
160876,Salari̩ formel,Secondaire
160877,Salari̩ formel,Secondaire
160878,Salari̩ formel,Secondaire
160879,Salari̩ formel,Sup̩rieur
160880,Agriculture,Sans dipl̫me
160881,Petit commerce,Secondaire
160882,Profession lib̩rale,Sup̩rieur
160883,Petit commerce,Secondaire
160884,Petit commerce,Primaire
160885,Petit commerce,Sup̩rieur
160886,Agriculture,Sup̩rieur
160887,Petit commerce,Sans dipl̫me
160888,Agriculture,Sup̩rieur
160889,Petit commerce,Secondaire
160890,Petit commerce,Sans dipl̫me
160891,Petit commerce,Secondaire
160892,Petit commerce,Secondaire
160893,Salari̩ formel,Primaire
160894,Agriculture,Sup̩rieur
160895,Salari̩ formel,Secondaire
160896,Agriculture,Primaire
160897,Salari̩ formel,Primaire
160898,Salari̩ formel,Sans dipl̫me
160899,Agriculture,Sup̩rieur
160900,Petit commerce,Primaire
160901,Petit commerce,Secondaire
160902,Petit commerce,Sup̩rieur
160903,Petit commerce,Sup̩rieur
160904,Petit commerce,Secondaire
160905,Petit commerce,Sans dipl̫me
160906,Petit commerce,Secondaire
160907,Salari̩ formel,Secondaire
160908,Agriculture,Secondaire
160909,Salari̩ formel,Sup̩rieur
160910,Salari̩ formel,Primaire
160911,Agriculture,Secondaire
160912,Salari̩ formel,Sans dipl̫me
160913,Agriculture,Sup̩rieur
160914,Commerce/N̩goce,Primaire
160915,Petit commerce,Sup̩rieur
160916,Salari̩ formel,Sans dipl̫me
160917,Petit commerce,Sans dipl̫me
160918,Agriculture,Sup̩rieur
160919,Agriculture,Secondaire
160920,Commerce/N̩goce,Sans dipl̫me
160921,Petit commerce,Secondaire
160922,Petit commerce,Primaire
160923,Agriculture,Secondaire
160924,Agriculture,Sup̩rieur
160925,Salari̩ formel,Sans dipl̫me
160926,Salari̩ formel,Secondaire
160927,Salari̩ formel,Sup̩rieur
160928,Petit commerce,Sans dipl̫me
160929,Salari̩ formel,Sup̩rieur
160930,Agriculture,Secondaire
160931,Salari̩ formel,Secondaire
160932,Petit commerce,Primaire
160933,Petit commerce,Primaire
160934,Salari̩ formel,Secondaire
160935,Agriculture,Sup̩rieur
160936,Salari̩ formel,Primaire
160937,Petit commerce,Sans dipl̫me
160938,Agriculture,Sans dipl̫me
160939,Petit commerce,Sup̩rieur
160940,Petit commerce,Secondaire
160941,Petit commerce,Primaire
160942,Salari̩ formel,Primaire
160943,Commerce/N̩goce,Secondaire
160944,Salari̩ formel,Sans dipl̫me
160945,Salari̩ formel,Secondaire
160946,Salari̩ formel,Sup̩rieur
160947,Petit commerce,Sup̩rieur
160948,Petit commerce,Secondaire
160949,Petit commerce,Sup̩rieur
160950,Agriculture,Primaire
160951,Agriculture,Secondaire
160952,Agriculture,Primaire
160953,Agriculture,Sup̩rieur
160954,Profession lib̩rale,Sup̩rieur
160955,Petit commerce,Sans dipl̫me
160956,Petit commerce,Secondaire
160957,Petit commerce,Secondaire
160958,Salari̩ formel,Sup̩rieur
160959,Petit commerce,Secondaire
160960,Petit commerce,Secondaire
160961,Petit commerce,Secondaire
160962,Petit commerce,Primaire
160963,Petit commerce,Secondaire
160964,Salari̩ formel,Primaire
160965,Salari̩ formel,Sup̩rieur
160966,Petit commerce,Secondaire
160967,Petit commerce,Primaire
160968,Agriculture,Secondaire
160969,Agriculture,Sup̩rieur
160970,Petit commerce,Sans dipl̫me
160971,Petit commerce,Secondaire
160972,Commerce/N̩goce,Sup̩rieur
160973,Agriculture,Secondaire
160974,Agriculture,Sans dipl̫me
160975,Petit commerce,Sans dipl̫me
160976,Agriculture,Sup̩rieur
160977,Agriculture,Sup̩rieur
160978,Salari̩ formel,Secondaire
160979,Petit commerce,Secondaire
160980,Salari̩ formel,Secondaire
160981,Petit commerce,Secondaire
160982,Petit commerce,Secondaire
160983,Agriculture,Sans dipl̫me
160984,Petit commerce,Secondaire
160985,Profession lib̩rale,Sup̩rieur
160986,Agriculture,Secondaire
160987,Salari̩ formel,Secondaire
160988,Agriculture,Secondaire
160989,Salari̩ formel,Primaire
160990,Artisanat,Sup̩rieur
160991,Salari̩ formel,Sans dipl̫me
160992,Petit commerce,Secondaire
160993,Petit commerce,Sans dipl̫me
160994,Agriculture,Sup̩rieur
160995,Petit commerce,Sup̩rieur
160996,Petit commerce,Sup̩rieur
160997,Petit commerce,Secondaire
160998,Agriculture,Secondaire
160999,Petit commerce,Secondaire
161000,Petit commerce,Secondaire
161001,Petit commerce,Secondaire
161002,Salari̩ formel,Secondaire
161003,Petit commerce,Secondaire
161004,Petit commerce,Secondaire
161005,Salari̩ formel,Sans dipl̫me
161006,Agriculture,Secondaire
161007,Agriculture,Secondaire
161008,Salari̩ formel,Sans dipl̫me
161009,Salari̩ formel,Sup̩rieur
161010,Agriculture,Sup̩rieur
161011,Salari̩ formel,Sup̩rieur
161012,Profession lib̩rale,Secondaire
161013,Agriculture,Primaire
161014,Agriculture,Primaire
161015,Commerce/N̩goce,Secondaire
161016,Petit commerce,Secondaire
161017,Petit commerce,Secondaire
161018,Petit commerce,Sup̩rieur
161019,Petit commerce,Primaire
161020,Agriculture,Primaire
161021,Petit commerce,Secondaire
161022,Petit commerce,Sup̩rieur
161023,Petit commerce,Secondaire
161024,Petit commerce,Sup̩rieur
